data_start_value,classid,instanceid,tradable,skin_type,market_name,market_hash_name,commodity,timestamp
348,3035654775,302028390,1,Restricted Rifle,AUG | Random Access (Factory New),AUG | Random Access (Factory New),0,2023-07-25 07:41:56.590977
349,3035586375,302028390,1,Restricted Rifle,AUG | Random Access (Field-Tested),AUG | Random Access (Field-Tested),0,2023-07-25 07:41:56.590977
350,3035633057,302028390,1,Restricted Rifle,AUG | Random Access (Minimal Wear),AUG | Random Access (Minimal Wear),0,2023-07-25 07:41:56.590977
351,3035569825,302028390,1,Restricted Rifle,AUG | Random Access (Well-Worn),AUG | Random Access (Well-Worn),0,2023-07-25 07:41:56.590977
352,1440504638,188530139,1,Mil-Spec Grade Rifle,AUG | Ricochet (Battle-Scarred),AUG | Ricochet (Battle-Scarred),0,2023-07-25 07:41:56.590977
353,1440503485,188530139,1,Mil-Spec Grade Rifle,AUG | Ricochet (Factory New),AUG | Ricochet (Factory New),0,2023-07-25 07:41:56.590977
354,5433424977,188530139,1,Mil-Spec Grade Rifle,AUG | Ricochet (Field-Tested),AUG | Ricochet (Field-Tested),0,2023-07-25 07:41:56.590977
355,5433418839,188530139,1,Mil-Spec Grade Rifle,AUG | Ricochet (Minimal Wear),AUG | Ricochet (Minimal Wear),0,2023-07-25 07:41:56.590977
356,1440834042,188530139,1,Mil-Spec Grade Rifle,AUG | Ricochet (Well-Worn),AUG | Ricochet (Well-Worn),0,2023-07-25 07:41:56.590977
357,4578727905,519977179,1,Restricted Rifle,AUG | Sand Storm (Battle-Scarred),AUG | Sand Storm (Battle-Scarred),0,2023-07-25 07:41:56.590977
358,4572134907,480085569,1,Restricted Rifle,AUG | Sand Storm (Factory New),AUG | Sand Storm (Factory New),0,2023-07-25 07:41:56.590977
359,4571596559,519977179,1,Restricted Rifle,AUG | Sand Storm (Field-Tested),AUG | Sand Storm (Field-Tested),0,2023-07-25 07:41:56.590977
360,4572226454,480085569,1,Restricted Rifle,AUG | Sand Storm (Minimal Wear),AUG | Sand Storm (Minimal Wear),0,2023-07-25 07:41:56.590977
361,5432182981,519977179,1,Restricted Rifle,AUG | Sand Storm (Well-Worn),AUG | Sand Storm (Well-Worn),0,2023-07-25 07:41:56.590977
362,5312942993,188530139,1,Consumer Grade Rifle,AUG | Snake Pit (Battle-Scarred),AUG | Snake Pit (Battle-Scarred),0,2023-07-25 07:41:56.590977
363,5312942818,188530139,1,Consumer Grade Rifle,AUG | Snake Pit (Factory New),AUG | Snake Pit (Factory New),0,2023-07-25 07:41:56.590977
364,5431943449,188530139,1,Consumer Grade Rifle,AUG | Snake Pit (Field-Tested),AUG | Snake Pit (Field-Tested),0,2023-07-25 07:41:56.590977
365,5433417879,188530139,1,Consumer Grade Rifle,AUG | Snake Pit (Minimal Wear),AUG | Snake Pit (Minimal Wear),0,2023-07-25 07:41:56.590977
366,5433438164,188530139,1,Consumer Grade Rifle,AUG | Snake Pit (Well-Worn),AUG | Snake Pit (Well-Worn),0,2023-07-25 07:41:56.590977
367,4571600661,519977179,1,Industrial Grade Rifle,AUG | Spalted Wood (Battle-Scarred),AUG | Spalted Wood (Battle-Scarred),0,2023-07-25 07:41:56.590977
368,4571594570,519977179,1,Industrial Grade Rifle,AUG | Spalted Wood (Factory New),AUG | Spalted Wood (Factory New),0,2023-07-25 07:41:56.590977
369,4571593916,519977179,1,Industrial Grade Rifle,AUG | Spalted Wood (Field-Tested),AUG | Spalted Wood (Field-Tested),0,2023-07-25 07:41:56.590977
370,4571595785,519977179,1,Industrial Grade Rifle,AUG | Spalted Wood (Minimal Wear),AUG | Spalted Wood (Minimal Wear),0,2023-07-25 07:41:56.590977
371,4571622596,519977179,1,Industrial Grade Rifle,AUG | Spalted Wood (Well-Worn),AUG | Spalted Wood (Well-Worn),0,2023-07-25 07:41:56.590977
372,5433434749,302028390,1,Consumer Grade Rifle,AUG | Storm (Battle-Scarred),AUG | Storm (Battle-Scarred),0,2023-07-25 07:41:56.590977
373,5431784554,302028390,1,Consumer Grade Rifle,AUG | Storm (Factory New),AUG | Storm (Factory New),0,2023-07-25 07:41:56.590977
374,310777105,302028390,1,Consumer Grade Rifle,AUG | Storm (Field-Tested),AUG | Storm (Field-Tested),0,2023-07-25 07:41:56.590977
375,5433415682,302028390,1,Consumer Grade Rifle,AUG | Storm (Minimal Wear),AUG | Storm (Minimal Wear),0,2023-07-25 07:41:56.590977
376,310777709,302028390,1,Consumer Grade Rifle,AUG | Storm (Well-Worn),AUG | Storm (Well-Worn),0,2023-07-25 07:41:56.590977
377,5433447325,188530139,1,Classified Rifle,AUG | Stymphalian (Battle-Scarred),AUG | Stymphalian (Battle-Scarred),0,2023-07-25 07:41:56.590977
378,5430517573,188530139,1,Classified Rifle,AUG | Stymphalian (Factory New),AUG | Stymphalian (Factory New),0,2023-07-25 07:41:56.590977
379,2735450921,480085569,1,Classified Rifle,AUG | Stymphalian (Field-Tested),AUG | Stymphalian (Field-Tested),0,2023-07-25 07:41:56.590977
380,2735432943,188530139,1,Classified Rifle,AUG | Stymphalian (Minimal Wear),AUG | Stymphalian (Minimal Wear),0,2023-07-25 07:41:56.590977
381,5429117936,188530139,1,Classified Rifle,AUG | Stymphalian (Well-Worn),AUG | Stymphalian (Well-Worn),0,2023-07-25 07:41:56.590977
382,4141780736,519977179,1,Consumer Grade Rifle,AUG | Surveillance (Battle-Scarred),AUG | Surveillance (Battle-Scarred),0,2023-07-25 07:41:56.590977
383,5426126965,519977179,1,Consumer Grade Rifle,AUG | Surveillance (Factory New),AUG | Surveillance (Factory New),0,2023-07-25 07:41:56.590977
384,5431956357,519977179,1,Consumer Grade Rifle,AUG | Surveillance (Field-Tested),AUG | Surveillance (Field-Tested),0,2023-07-25 07:41:56.590977
385,4141779340,519977179,1,Consumer Grade Rifle,AUG | Surveillance (Minimal Wear),AUG | Surveillance (Minimal Wear),0,2023-07-25 07:41:56.591995
386,5433571092,519977179,1,Consumer Grade Rifle,AUG | Surveillance (Well-Worn),AUG | Surveillance (Well-Worn),0,2023-07-25 07:41:56.591995
387,5433422783,302028390,1,Consumer Grade Rifle,AUG | Sweeper (Battle-Scarred),AUG | Sweeper (Battle-Scarred),0,2023-07-25 07:41:56.591995
388,5433415713,302028390,1,Consumer Grade Rifle,AUG | Sweeper (Factory New),AUG | Sweeper (Factory New),0,2023-07-25 07:41:56.591995
389,5433418253,302028390,1,Consumer Grade Rifle,AUG | Sweeper (Field-Tested),AUG | Sweeper (Field-Tested),0,2023-07-25 07:41:56.591995
390,3035569393,302028390,1,Consumer Grade Rifle,AUG | Sweeper (Minimal Wear),AUG | Sweeper (Minimal Wear),0,2023-07-25 07:41:56.591995
391,5433448846,302028390,1,Consumer Grade Rifle,AUG | Sweeper (Well-Worn),AUG | Sweeper (Well-Worn),0,2023-07-25 07:41:56.591995
392,5433422226,188530139,1,Classified Rifle,AUG | Syd Mead (Battle-Scarred),AUG | Syd Mead (Battle-Scarred),0,2023-07-25 07:41:56.591995
393,5433422225,480085569,1,Classified Rifle,AUG | Syd Mead (Factory New),AUG | Syd Mead (Factory New),0,2023-07-25 07:41:56.591995
394,1934452168,188530139,1,Classified Rifle,AUG | Syd Mead (Field-Tested),AUG | Syd Mead (Field-Tested),0,2023-07-25 07:41:56.591995
395,5434507333,480085569,1,Classified Rifle,AUG | Syd Mead (Minimal Wear),AUG | Syd Mead (Minimal Wear),0,2023-07-25 07:41:56.591995
396,5433443310,188530139,1,Classified Rifle,AUG | Syd Mead (Well-Worn),AUG | Syd Mead (Well-Worn),0,2023-07-25 07:41:56.591995
397,3770684270,188530139,1,Mil-Spec Grade Rifle,AUG | Tom Cat (Battle-Scarred),AUG | Tom Cat (Battle-Scarred),0,2023-07-25 07:41:56.591995
398,3770686798,188530139,1,Mil-Spec Grade Rifle,AUG | Tom Cat (Factory New),AUG | Tom Cat (Factory New),0,2023-07-25 07:41:56.591995
399,3770669272,188530139,1,Mil-Spec Grade Rifle,AUG | Tom Cat (Field-Tested),AUG | Tom Cat (Field-Tested),0,2023-07-25 07:41:56.591995
400,5433414789,188530139,1,Mil-Spec Grade Rifle,AUG | Tom Cat (Minimal Wear),AUG | Tom Cat (Minimal Wear),0,2023-07-25 07:42:03.829666
401,3770717733,188530139,1,Mil-Spec Grade Rifle,AUG | Tom Cat (Well-Worn),AUG | Tom Cat (Well-Worn),0,2023-07-25 07:42:03.829666
402,2126190737,188530139,1,Restricted Rifle,AUG | Torque (Battle-Scarred),AUG | Torque (Battle-Scarred),0,2023-07-25 07:42:03.829666
403,469454852,188530139,1,Restricted Rifle,AUG | Torque (Factory New),AUG | Torque (Factory New),0,2023-07-25 07:42:03.829666
404,469461401,188530139,1,Restricted Rifle,AUG | Torque (Field-Tested),AUG | Torque (Field-Tested),0,2023-07-25 07:42:03.829666
405,5433437897,480085569,1,Restricted Rifle,AUG | Torque (Minimal Wear),AUG | Torque (Minimal Wear),0,2023-07-25 07:42:03.829666
406,469509727,188530139,1,Restricted Rifle,AUG | Torque (Well-Worn),AUG | Torque (Well-Worn),0,2023-07-25 07:42:03.829666
407,2531853321,188530139,1,Mil-Spec Grade Rifle,AUG | Triqua (Battle-Scarred),AUG | Triqua (Battle-Scarred),0,2023-07-25 07:42:03.829666
408,5421798027,188530139,1,Mil-Spec Grade Rifle,AUG | Triqua (Factory New),AUG | Triqua (Factory New),0,2023-07-25 07:42:03.829666
409,2531852604,188530139,1,Mil-Spec Grade Rifle,AUG | Triqua (Field-Tested),AUG | Triqua (Field-Tested),0,2023-07-25 07:42:03.829666
410,5433418564,188530139,1,Mil-Spec Grade Rifle,AUG | Triqua (Minimal Wear),AUG | Triqua (Minimal Wear),0,2023-07-25 07:42:03.829666
411,5433421055,188530139,1,Mil-Spec Grade Rifle,AUG | Triqua (Well-Worn),AUG | Triqua (Well-Worn),0,2023-07-25 07:42:03.829666
412,5429100006,188530139,1,Mil-Spec Grade Rifle,AUG | Wings (Factory New),AUG | Wings (Factory New),0,2023-07-25 07:42:03.829666
413,5429141809,188530139,1,Mil-Spec Grade Rifle,AUG | Wings (Minimal Wear),AUG | Wings (Minimal Wear),0,2023-07-25 07:42:03.829666
414,2127125108,143865972,1,Base Grade Container,Autograph Capsule | Astralis | Atlanta 2017,Autograph Capsule | Astralis | Atlanta 2017,1,2023-07-25 07:42:03.829666
415,5429444743,143865972,1,Base Grade Container,Autograph Capsule | Astralis | Cologne 2016,Autograph Capsule | Astralis | Cologne 2016,1,2023-07-25 07:42:03.829666
416,5427716810,143865972,1,Base Grade Container,Autograph Capsule | Astralis | MLG Columbus 2016,Autograph Capsule | Astralis | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
417,2127125106,143865972,1,Base Grade Container,Autograph Capsule | Challengers (Foil) | Atlanta 2017,Autograph Capsule | Challengers (Foil) | Atlanta 2017,1,2023-07-25 07:42:03.829666
418,1354151429,143865972,1,Base Grade Container,Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,Autograph Capsule | Challengers (Foil) | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
419,1817233797,143865972,1,Base Grade Container,Autograph Capsule | Challengers (Foil) | Cologne 2016,Autograph Capsule | Challengers (Foil) | Cologne 2016,1,2023-07-25 07:42:03.829666
420,1610626517,143865972,1,Base Grade Container,Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,Autograph Capsule | Challengers (Foil) | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
421,1208229351,143865972,1,Base Grade Container,Autograph Capsule | Cloud9 G2A | Cologne 2015,Autograph Capsule | Cloud9 G2A | Cologne 2015,1,2023-07-25 07:42:03.829666
422,1354151440,143865972,1,Base Grade Container,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,Autograph Capsule | Cloud9 | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
423,1610626528,143865972,1,Base Grade Container,Autograph Capsule | Cloud9 | MLG Columbus 2016,Autograph Capsule | Cloud9 | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
424,1354151433,143865972,1,Base Grade Container,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,Autograph Capsule | Counter Logic Gaming | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
425,1208229350,143865972,1,Base Grade Container,Autograph Capsule | Counter Logic Gaming | Cologne 2015,Autograph Capsule | Counter Logic Gaming | Cologne 2015,1,2023-07-25 07:42:03.829666
426,1817233805,143865972,1,Base Grade Container,Autograph Capsule | Counter Logic Gaming | Cologne 2016,Autograph Capsule | Counter Logic Gaming | Cologne 2016,1,2023-07-25 07:42:03.829666
427,1610626521,143865972,1,Base Grade Container,Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016,Autograph Capsule | Counter Logic Gaming | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
428,2135321576,143865972,1,Base Grade Container,Autograph Capsule | FaZe Clan | Atlanta 2017,Autograph Capsule | FaZe Clan | Atlanta 2017,1,2023-07-25 07:42:03.829666
429,1817233827,143865972,1,Base Grade Container,Autograph Capsule | FaZe Clan | Cologne 2016,Autograph Capsule | FaZe Clan | Cologne 2016,1,2023-07-25 07:42:03.829666
430,5431291383,143865972,1,Base Grade Container,Autograph Capsule | FaZe Clan | MLG Columbus 2016,Autograph Capsule | FaZe Clan | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
431,5425355278,143865972,1,Base Grade Container,Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,Autograph Capsule | Flipsid3 Tactics | Atlanta 2017,1,2023-07-25 07:42:03.829666
432,5433742160,143865972,1,Base Grade Container,Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015,Autograph Capsule | Flipsid3 Tactics | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
433,1208229348,143865972,1,Base Grade Container,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,Autograph Capsule | Flipsid3 Tactics | Cologne 2015,1,2023-07-25 07:42:03.829666
434,1817233818,143865972,1,Base Grade Container,Autograph Capsule | Flipsid3 Tactics | Cologne 2016,Autograph Capsule | Flipsid3 Tactics | Cologne 2016,1,2023-07-25 07:42:03.829666
435,1610626523,143865972,1,Base Grade Container,Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,Autograph Capsule | Flipsid3 Tactics | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
436,2127125112,143865972,1,Base Grade Container,Autograph Capsule | Fnatic | Atlanta 2017,Autograph Capsule | Fnatic | Atlanta 2017,1,2023-07-25 07:42:03.829666
437,1354151445,143865972,1,Base Grade Container,Autograph Capsule | Fnatic | Cluj-Napoca 2015,Autograph Capsule | Fnatic | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
438,5433589419,143865972,1,Base Grade Container,Autograph Capsule | Fnatic | Cologne 2015,Autograph Capsule | Fnatic | Cologne 2015,1,2023-07-25 07:42:03.829666
439,1817233833,143865972,1,Base Grade Container,Autograph Capsule | Fnatic | Cologne 2016,Autograph Capsule | Fnatic | Cologne 2016,1,2023-07-25 07:42:03.829666
440,1610626533,143865972,1,Base Grade Container,Autograph Capsule | Fnatic | MLG Columbus 2016,Autograph Capsule | Fnatic | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
441,5433656719,143865972,1,Base Grade Container,Autograph Capsule | G2 Esports | Atlanta 2017,Autograph Capsule | G2 Esports | Atlanta 2017,1,2023-07-25 07:42:03.829666
442,1354151441,143865972,1,Base Grade Container,Autograph Capsule | G2 Esports | Cluj-Napoca 2015,Autograph Capsule | G2 Esports | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
443,5427872033,143865972,1,Base Grade Container,Autograph Capsule | G2 Esports | Cologne 2016,Autograph Capsule | G2 Esports | Cologne 2016,1,2023-07-25 07:42:03.829666
444,1610626529,143865972,1,Base Grade Container,Autograph Capsule | G2 Esports | MLG Columbus 2016,Autograph Capsule | G2 Esports | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
445,5427797040,143865972,1,Base Grade Container,Autograph Capsule | Gambit Gaming | Atlanta 2017,Autograph Capsule | Gambit Gaming | Atlanta 2017,1,2023-07-25 07:42:03.829666
446,1817233810,143865972,1,Base Grade Container,Autograph Capsule | Gambit Gaming | Cologne 2016,Autograph Capsule | Gambit Gaming | Cologne 2016,1,2023-07-25 07:42:03.829666
447,1610626522,143865972,1,Base Grade Container,Autograph Capsule | Gambit Gaming | MLG Columbus 2016,Autograph Capsule | Gambit Gaming | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
448,5426154416,143865972,1,Base Grade Container,Autograph Capsule | GODSENT | Atlanta 2017,Autograph Capsule | GODSENT | Atlanta 2017,1,2023-07-25 07:42:03.829666
449,1208229326,143865972,1,Base Grade Container,Autograph Capsule | Group A (Foil) | Cologne 2015,Autograph Capsule | Group A (Foil) | Cologne 2015,1,2023-07-25 07:42:03.829666
450,1208229327,143865972,1,Base Grade Container,Autograph Capsule | Group B (Foil) | Cologne 2015,Autograph Capsule | Group B (Foil) | Cologne 2015,1,2023-07-25 07:42:03.829666
451,5430830787,143865972,1,Base Grade Container,Autograph Capsule | Group C (Foil) | Cologne 2015,Autograph Capsule | Group C (Foil) | Cologne 2015,1,2023-07-25 07:42:03.829666
452,1208229329,143865972,1,Base Grade Container,Autograph Capsule | Group D (Foil) | Cologne 2015,Autograph Capsule | Group D (Foil) | Cologne 2015,1,2023-07-25 07:42:03.829666
453,5429106540,143865972,1,Base Grade Container,Autograph Capsule | HellRaisers | Atlanta 2017,Autograph Capsule | HellRaisers | Atlanta 2017,1,2023-07-25 07:42:03.829666
454,2127125107,143865972,1,Base Grade Container,Autograph Capsule | Legends (Foil) | Atlanta 2017,Autograph Capsule | Legends (Foil) | Atlanta 2017,1,2023-07-25 07:42:03.829666
455,1354151430,143865972,1,Base Grade Container,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,Autograph Capsule | Legends (Foil) | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
456,5423632211,143865972,1,Base Grade Container,Autograph Capsule | Legends (Foil) | Cologne 2016,Autograph Capsule | Legends (Foil) | Cologne 2016,1,2023-07-25 07:42:03.829666
457,5424724359,143865972,1,Base Grade Container,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,Autograph Capsule | Legends (Foil) | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
458,1354151446,143865972,1,Base Grade Container,Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015,Autograph Capsule | Luminosity Gaming | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
459,1208229332,143865972,1,Base Grade Container,Autograph Capsule | Luminosity Gaming | Cologne 2015,Autograph Capsule | Luminosity Gaming | Cologne 2015,1,2023-07-25 07:42:03.829666
460,1610626534,143865972,1,Base Grade Container,Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,Autograph Capsule | Luminosity Gaming | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
461,5434379029,143865972,1,Base Grade Container,Autograph Capsule | mousesports | Atlanta 2017,Autograph Capsule | mousesports | Atlanta 2017,1,2023-07-25 07:42:03.829666
462,1354151437,143865972,1,Base Grade Container,Autograph Capsule | mousesports | Cluj-Napoca 2015,Autograph Capsule | mousesports | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
463,1208229342,143865972,1,Base Grade Container,Autograph Capsule | mousesports | Cologne 2015,Autograph Capsule | mousesports | Cologne 2015,1,2023-07-25 07:42:03.829666
464,1817233821,143865972,1,Base Grade Container,Autograph Capsule | mousesports | Cologne 2016,Autograph Capsule | mousesports | Cologne 2016,1,2023-07-25 07:42:03.829666
465,1610626525,143865972,1,Base Grade Container,Autograph Capsule | mousesports | MLG Columbus 2016,Autograph Capsule | mousesports | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
466,2127125118,143865972,1,Base Grade Container,Autograph Capsule | Natus Vincere | Atlanta 2017,Autograph Capsule | Natus Vincere | Atlanta 2017,1,2023-07-25 07:42:03.829666
467,1354151438,143865972,1,Base Grade Container,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,Autograph Capsule | Natus Vincere | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
468,1208229333,143865972,1,Base Grade Container,Autograph Capsule | Natus Vincere | Cologne 2015,Autograph Capsule | Natus Vincere | Cologne 2015,1,2023-07-25 07:42:03.829666
469,5433889801,143865972,1,Base Grade Container,Autograph Capsule | Natus Vincere | Cologne 2016,Autograph Capsule | Natus Vincere | Cologne 2016,1,2023-07-25 07:42:03.829666
470,1610626526,143865972,1,Base Grade Container,Autograph Capsule | Natus Vincere | MLG Columbus 2016,Autograph Capsule | Natus Vincere | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
471,1354151431,143865972,1,Base Grade Container,Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,Autograph Capsule | Ninjas in Pyjamas | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
472,1208229334,143865972,1,Base Grade Container,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,Autograph Capsule | Ninjas in Pyjamas | Cologne 2015,1,2023-07-25 07:42:03.829666
473,1817233801,143865972,1,Base Grade Container,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,Autograph Capsule | Ninjas in Pyjamas | Cologne 2016,1,2023-07-25 07:42:03.829666
474,5224096742,143865972,1,Base Grade Container,Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,Autograph Capsule | Ninjas in Pyjamas | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
475,2135308511,143865972,1,Base Grade Container,Autograph Capsule | North | Atlanta 2017,Autograph Capsule | North | Atlanta 2017,1,2023-07-25 07:42:03.829666
476,5426154417,143865972,1,Base Grade Container,Autograph Capsule | OpTic Gaming | Atlanta 2017,Autograph Capsule | OpTic Gaming | Atlanta 2017,1,2023-07-25 07:42:03.829666
477,5430713979,143865972,1,Base Grade Container,Autograph Capsule | OpTic Gaming | Cologne 2016,Autograph Capsule | OpTic Gaming | Cologne 2016,1,2023-07-25 07:42:03.829666
478,1208229343,143865972,1,Base Grade Container,Autograph Capsule | Renegades | Cologne 2015,Autograph Capsule | Renegades | Cologne 2015,1,2023-07-25 07:42:03.829666
479,2135308509,143865972,1,Base Grade Container,Autograph Capsule | SK Gaming | Atlanta 2017,Autograph Capsule | SK Gaming | Atlanta 2017,1,2023-07-25 07:42:03.829666
480,1817233825,143865972,1,Base Grade Container,Autograph Capsule | SK Gaming | Cologne 2016,Autograph Capsule | SK Gaming | Cologne 2016,1,2023-07-25 07:42:03.829666
481,1610626520,143865972,1,Base Grade Container,Autograph Capsule | Splyce | MLG Columbus 2016,Autograph Capsule | Splyce | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
482,1354151432,143865972,1,Base Grade Container,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,Autograph Capsule | Team Dignitas | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
483,1817233834,143865972,1,Base Grade Container,Autograph Capsule | Team Dignitas | Cologne 2016,Autograph Capsule | Team Dignitas | Cologne 2016,1,2023-07-25 07:42:03.829666
484,1208229346,143865972,1,Base Grade Container,Autograph Capsule | Team eBettle | Cologne 2015,Autograph Capsule | Team eBettle | Cologne 2015,1,2023-07-25 07:42:03.829666
485,2135321577,143865972,1,Base Grade Container,Autograph Capsule | Team EnVyUs | Atlanta 2017,Autograph Capsule | Team EnVyUs | Atlanta 2017,1,2023-07-25 07:42:03.829666
486,1354151444,143865972,1,Base Grade Container,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,Autograph Capsule | Team EnVyUs | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
487,5426278359,143865972,1,Base Grade Container,Autograph Capsule | Team EnVyUs | Cologne 2015,Autograph Capsule | Team EnVyUs | Cologne 2015,1,2023-07-25 07:42:03.829666
488,1817233831,143865972,1,Base Grade Container,Autograph Capsule | Team EnVyUs | Cologne 2016,Autograph Capsule | Team EnVyUs | Cologne 2016,1,2023-07-25 07:42:03.829666
489,1610626532,143865972,1,Base Grade Container,Autograph Capsule | Team EnVyUs | MLG Columbus 2016,Autograph Capsule | Team EnVyUs | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
490,5422995829,143865972,1,Base Grade Container,Autograph Capsule | Team Immunity | Cologne 2015,Autograph Capsule | Team Immunity | Cologne 2015,1,2023-07-25 07:42:03.829666
491,1208229347,143865972,1,Base Grade Container,Autograph Capsule | Team Kinguin | Cologne 2015,Autograph Capsule | Team Kinguin | Cologne 2015,1,2023-07-25 07:42:03.829666
492,5433086653,143865972,1,Base Grade Container,Autograph Capsule | Team Liquid | Atlanta 2017,Autograph Capsule | Team Liquid | Atlanta 2017,1,2023-07-25 07:42:03.829666
493,1354151436,143865972,1,Base Grade Container,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,Autograph Capsule | Team Liquid | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
494,1817233819,143865972,1,Base Grade Container,Autograph Capsule | Team Liquid | Cologne 2016,Autograph Capsule | Team Liquid | Cologne 2016,1,2023-07-25 07:42:03.829666
495,5418869756,143865972,1,Base Grade Container,Autograph Capsule | Team Liquid | MLG Columbus 2016,Autograph Capsule | Team Liquid | MLG Columbus 2016,1,2023-07-25 07:42:03.829666
496,1354151443,143865972,1,Base Grade Container,Autograph Capsule | Team SoloMid | Cluj-Napoca 2015,Autograph Capsule | Team SoloMid | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
497,1208229339,143865972,1,Base Grade Container,Autograph Capsule | Team SoloMid | Cologne 2015,Autograph Capsule | Team SoloMid | Cologne 2015,1,2023-07-25 07:42:03.829666
498,5429265108,143865972,1,Base Grade Container,Autograph Capsule | Titan | Cluj-Napoca 2015,Autograph Capsule | Titan | Cluj-Napoca 2015,1,2023-07-25 07:42:03.829666
499,1208229338,143865972,1,Base Grade Container,Autograph Capsule | Titan | Cologne 2015,Autograph Capsule | Titan | Cologne 2015,1,2023-07-25 07:42:03.829666
500,1354151434,143865972,1,Base Grade Container,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,Autograph Capsule | Vexed Gaming | Cluj-Napoca 2015,1,2023-07-25 07:42:12.237970
501,2135308507,143865972,1,Base Grade Container,Autograph Capsule | Virtus.Pro | Atlanta 2017,Autograph Capsule | Virtus.Pro | Atlanta 2017,1,2023-07-25 07:42:12.237970
502,5434121871,143865972,1,Base Grade Container,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,Autograph Capsule | Virtus.Pro | Cluj-Napoca 2015,1,2023-07-25 07:42:12.237970
503,1208229340,143865972,1,Base Grade Container,Autograph Capsule | Virtus.Pro | Cologne 2015,Autograph Capsule | Virtus.Pro | Cologne 2015,1,2023-07-25 07:42:12.237970
504,1817233823,143865972,1,Base Grade Container,Autograph Capsule | Virtus.Pro | Cologne 2016,Autograph Capsule | Virtus.Pro | Cologne 2016,1,2023-07-25 07:42:12.237970
505,5423747522,143865972,1,Base Grade Container,Autograph Capsule | Virtus.Pro | MLG Columbus 2016,Autograph Capsule | Virtus.Pro | MLG Columbus 2016,1,2023-07-25 07:42:12.237970
506,5431959590,302028390,1,Mil-Spec Grade Sniper Rifle,AWP | Acheron (Battle-Scarred),AWP | Acheron (Battle-Scarred),0,2023-07-25 07:42:12.237970
507,3035942725,302028390,1,Mil-Spec Grade Sniper Rifle,AWP | Acheron (Factory New),AWP | Acheron (Factory New),0,2023-07-25 07:42:12.237970
508,3035571818,302028390,1,Mil-Spec Grade Sniper Rifle,AWP | Acheron (Field-Tested),AWP | Acheron (Field-Tested),0,2023-07-25 07:42:12.237970
509,5434389515,480085569,1,Mil-Spec Grade Sniper Rifle,AWP | Acheron (Minimal Wear),AWP | Acheron (Minimal Wear),0,2023-07-25 07:42:12.237970
